"Active Ingredient (link to Specific Guidance)","URL","Type","Route","Dosage Form","RLD or RS Number","Date Recommended","psg filename"
"Amoxicillin; Vonoprazan Fumarate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215153.pdf","Draft","Oral","Capsule; Tablet","215153","10/30/2024","PSG_215153.pdf"
"Amphetamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Amphetamine_Oral suspension_NDA 204325_PSG Page RC Nov 2018.pdf","Draft","Oral","Suspension, Extended Release","204325","11/28/2018","Amphetamine_Oral suspension_NDA 204325_PSG Page RC Nov 2018.pdf"
"Amphetamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Amphetamine_oral ER suspension_RLD 208147_RC12-16.pdf","Draft","Oral","Suspension, Extended Release","208147","12/22/2016","Amphetamine_oral ER suspension_RLD 208147_RC12-16.pdf"
"Amphetamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Amphetamine_orally disintegrating ER tablet_RLD 204326_RC 03-17.pdf","Draft","Oral","Tablet, Orally Disintegrating, Extended Release","204326","05/16/2017","Amphetamine_orally disintegrating ER tablet_RLD 204326_RC 03-17.pdf"
"Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Amphetamine_Aspartate_21303_RC09-12.pdf","Draft","Oral","Capsule, Extended Release","021303","09/19/2012","Amphetamine_Aspartate_21303_RC09-12.pdf"
"Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011522.pdf","Draft","Oral","Tablet","011522","10/30/2024","PSG_011522.pdf"
"Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate_draft_Oral cap ER_RLD 022063_RC09-18.pdf","Draft","Oral","Capsule, Extended Release","022063","09/13/2018","Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate_draft_Oral cap ER_RLD 022063_RC09-18.pdf"
"Amphetamine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Amphetamine sulfate_oral tablet_ANDA 200166_RC11-17.pdf","Draft","Oral","Tablet","200166","02/08/2018","Amphetamine sulfate_oral tablet_ANDA 200166_RC11-17.pdf"
"Amphetamine; Amphetamine Aspartate/Dextroamphetamine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210526.pdf","Draft","Oral","Tablet, Extended Release","210526","08/02/2022","PSG_210526.pdf"
"Amphotericin B","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050740.pdf","Draft","Injection","Injectable, Liposomal","050740","08/28/2020","PSG_050740.pdf"
"Ampicillin/Ampicillin Trihydrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_064082.pdf","Draft","Oral","Capsule","064082","08/02/2022","PSG_064082.pdf"
"Amprenavir","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Amprenavir_cap_21007_RC8-08.pdf","Draft","Oral","Capsule","021007","08/01/2008","Amprenavir_cap_21007_RC8-08.pdf"
"Anagrelide Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020333.pdf","Draft","Oral","Capsule","020333","10/30/2024","PSG_020333.pdf"
"Anastrozole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020541.pdf","Draft","Oral","Tablet","020541","10/30/2024","PSG_020541.pdf"
"Angiotensin II Acetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/ANGIOTENSIN II ACETATE IV infusion solution NDA 209360 RC Feb 2019.pdf","Draft","Intravenous","Solution","209360","02/22/2019","ANGIOTENSIN II ACETATE IV infusion solution NDA 209360 RC Feb 2019.pdf"
"Apalutamide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210951.pdf","Draft","Oral","Tablet","210951","08/22/2024","PSG_210951.pdf"
"Apixaban","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202155.pdf","Draft","Oral","Tablet","202155","10/30/2024","PSG_202155.pdf"
"Apomorphine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210875.pdf","Draft","Sublingual","Film","210875","02/17/2022","PSG_210875.pdf"
"Apremilast","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_205437.pdf","Draft","Oral","Tablet","205437","10/30/2024","PSG_205437.pdf"
"Aprepitant","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aprepitant_cap_21549_RC10-05.pdf","Final","Oral","Capsule","021549","05/01/2008","Aprepitant_cap_21549_RC10-05.pdf"
"Aprepitant","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aprepitan_oral for suspension_RLD 207865_RC03-17.pdf","Draft","Oral","Suspension","207865","05/16/2017","Aprepitan_oral for suspension_RLD 207865_RC03-17.pdf"
"Aprepitant","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_209296.pdf","Draft","Intravenous","Emulsion","209296                                                       216457","02/15/2024","PSG_209296.pdf"
"Aripiprazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021436.pdf","Draft","Oral","Tablet","021436","10/30/2024","PSG_021436.pdf"
"Aripiprazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aripiprazole_ERinjecsusp_202971_RC12-14.pdf","Draft","Intramuscular","For Suspension, Extended Release","202971","12/29/2014","Aripiprazole_ERinjecsusp_202971_RC12-14.pdf"
"Aripiprazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021729.pdf","Draft","Oral","Tablet, Orally Disintegrating","021729","10/30/2024","PSG_021729.pdf"
"Aripiprazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_217006.pdf","Draft","Intramuscular","Suspension, Extended Release","217006","11/19/2024","PSG_217006.pdf"
"Aripiprazole Lauroxil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_209830.pdf","Draft","Intramuscular","Suspension, Extended Release","209830","11/19/2024","PSG_209830.pdf"
"Armodafinil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021875.pdf","Draft","Oral","Tablet","021875","10/30/2024","PSG_021875.pdf"
"Arsenic Trioxide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021248.pdf","Draft","Injectable","Injection","021248","05/19/2022","PSG_021248.pdf"
"Artemether;Lumefantrine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Artemether_lumefantrine_tab_22268_RC06-13.pdf","Draft","Oral","Tablet","022268","06/19/2013","Artemether_lumefantrine_tab_22268_RC06-13.pdf"
"Artesunate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213036.pdf","Draft","Intravenous","Powder","213036","11/08/2021","PSG_213036.pdf"
"Asciminib Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215358.pdf","Draft","Oral","Tablet","215358","08/21/2023","PSG_215358.pdf"
"Asenapine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212268.pdf","Draft","Transdermal","System","212268","05/19/2022","PSG_212268.pdf"
"Asenapine Maleate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Asenapine maleate_Sublingual tablet_NDA 022117_RV Oct 2018.pdf","Draft","Sublingual","Tablet","022117","11/28/2018","Asenapine maleate_Sublingual tablet_NDA 022117_RV Oct 2018.pdf"
"Aspirin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_203697.pdf","Draft","Oral","Capsule","203697","10/30/2024","PSG_203697.pdf"
"Aspirin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aspirin_oral ER capsule_NDA 200671_RC05-17.pdf","Draft","Oral","Capsule, Extended Release","200671","07/13/2017","Aspirin_oral ER capsule_NDA 200671_RC05-17.pdf"
"Aspirin; Butalbital; Caffeine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aspirin; Butalbital; Caffeine_oral capsule_ RLD 017534_Final 08-17.pdf","Final","Oral","Capsule","017534","08/04/2017","Aspirin; Butalbital; Caffeine_oral capsule_ RLD 017534_Final 08-17.pdf"
"Aspirin; Butalbital; Caffeine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aspirin;_Butalbital;_Caffeine_tab_86162_RC3-10.pdf","Final","Oral","Tablet","017534","08/04/2017","Aspirin;_Butalbital;_Caffeine_tab_86162_RC3-10.pdf"
"Aspirin; Butalbital; Caffeine; Codeine Phosphate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019429.pdf","Draft","Oral","Capsule","019429","10/30/2024","PSG_019429.pdf"
"Aspirin; Dipyridamole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aspirin;_Dipyridamole_ERcap_20884_RC3-10.pdf","Draft","Oral","Capsule, Extended Release","020884","03/19/2010","Aspirin;_Dipyridamole_ERcap_20884_RC3-10.pdf"
"Aspirin; Omeprazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aspirin; Omeprazole_oral DR tablet_NDA 205103_RV11-17.pdf","Draft","Oral","Tablet, Delayed Release","205103","02/08/2018","Aspirin; Omeprazole_oral DR tablet_NDA 205103_RV11-17.pdf"
"Aspirin; Oxycodone Hydrochloride; Aspirin;Oxycodone Terephthalate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Aspirin;_Oxycodone_tab_07337_RC2-10.pdf","Draft","Oral","Tablet","007337","02/25/2010","Aspirin;_Oxycodone_tab_07337_RC2-10.pdf"
"Atazanavir Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021567.pdf","Draft","Oral","Capsule","021567","10/30/2024","PSG_021567.pdf"
"Atazanavir Sulfate; Cobicistat","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_206353.pdf","Draft","Oral","Tablet","206353","10/30/2024","PSG_206353.pdf"
"Atenolol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018240.pdf","Draft","Oral","Tablet","018240","10/30/2024","PSG_018240.pdf"
"Atenolol; Chlorthalidone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018760.pdf","Draft","Oral","Tablet","018760","10/30/2024","PSG_018760.pdf"
"Atogepant","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215206.pdf","Draft","Oral","Tablet","215206","08/21/2023","PSG_215206.pdf"
"Atomoxetine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021411.pdf","Draft","Oral","Capsule","021411","10/30/2024","PSG_021411.pdf"
"Atorvastatin Calcium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020702.pdf","Draft","Oral","Tablet","020702","10/30/2024","PSG_020702.pdf"
"Atorvastatin Calcium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213260.pdf","Draft","Oral","Suspension","213260","10/30/2024","PSG_213260.pdf"
"Atorvastatin Calcium; Ezetimibe","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_200153.pdf","Draft","Oral","Tablet","200153                                                       206084","10/30/2024","PSG_200153.pdf"
"Atovaquone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020500.pdf","Draft","Oral","Suspension","020500","10/30/2024","PSG_020500.pdf"
"Atovaquone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020259.pdf","Draft","Oral","Tablet","020259","10/30/2024","PSG_020259.pdf"
"Atovaquone;Proguanil Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Atovaquone__Proguanil_tab_21078_RC7-08.pdf","Draft","Oral","Tablet","021078","07/01/2008","Atovaquone__Proguanil_tab_21078_RC7-08.pdf"
"Atropine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213581.pdf","Draft","Ophthalmic","Solution/Drops","213581","08/21/2023","PSG_213581.pdf"
"Atropine Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_206289.pdf","Draft","Ophthalmic","Solution/Drops","206289","02/17/2022","PSG_206289.pdf"
"Atropine Sulfate;Diphenoxylate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Atropine Sulfate; DiphenoxylateHCl_NDA 012462RC Nov 2018.pdf","Draft","Oral","Tablet","012462","11/28/2018","Atropine Sulfate; DiphenoxylateHCl_NDA 012462RC Nov 2018.pdf"
"Auranofin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018689.pdf","Draft","Oral","Capsule","018689","10/30/2024","PSG_018689.pdf"
"Avacopan","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214487.pdf","Draft","Oral","Capsule","214487","08/21/2023","PSG_214487.pdf"
"Avanafil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202276.pdf","Draft","Oral","Tablet","202276","10/30/2024","PSG_202276.pdf"
"Avapritinib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212608.pdf","Draft","Oral","Tablet","212608","08/20/2021","PSG_212608.pdf"
"Avatrombopag Maleate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210238.pdf","Draft","Oral","Tablet","210238","10/30/2024","PSG_210238.pdf"
"Axitinib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202324.pdf","Draft","Oral","Tablet","202324","10/30/2024","PSG_202324.pdf"
"Azacitidine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214120.pdf","Draft","Oral","Tablet","214120","11/16/2023","PSG_214120.pdf"
"Azacitidine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050794.pdf","Draft","Intravenous, Subcutaneous","Powder","050794","05/19/2021","PSG_050794.pdf"
"Azathioprine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Azathioprine_tabs_16324_RC09-10.pdf","Draft","Oral","Tablet","016324","09/30/2010","Azathioprine_tabs_16324_RC09-10.pdf"
"Azelaic Acid","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020428.pdf","Draft","Topical","Cream","020428","08/22/2024","PSG_020428.pdf"
"Azelaic Acid","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021470.pdf","Draft","Topical","Gel","021470","11/19/2024","PSG_021470.pdf"
"Azelaic Acid","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_207071.pdf","Draft","Topical","Aerosol, Foam","207071","11/18/2020","PSG_207071.pdf"
"Azelastine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213872.pdf","Draft","Nasal","Spray, Metered","213872","08/02/2022","PSG_213872.pdf"
"Azelastine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Azelastine HCl_nasal metered spray_NDA 022203_RC08-17.pdf","Draft","Nasal","Spray, Metered","022203","10/19/2017","Azelastine HCl_nasal metered spray_NDA 022203_RC08-17.pdf"
"Azelastine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020114.pdf","Draft","Nasal","Spray, Metered","020114","08/02/2022","PSG_020114.pdf"
"Azelastine Hydrochloride; Fluticasone Propionate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202236.pdf","Draft","Nasal","Spray, Metered","202236","05/18/2023","PSG_202236.pdf"
"Azilsartan Kamedoxomil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_200796.pdf","Draft","Oral","Tablet","200796","10/30/2024","PSG_200796.pdf"
"Azilsartan Kamedoxomil; Chlorthalidone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202331.pdf","Draft","Oral","Tablet","202331","10/30/2024","PSG_202331.pdf"
"Azithromycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050693.pdf","Draft","Oral","For Suspension","050693","10/30/2024","PSG_050693.pdf"
"Azithromycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050710.pdf","Draft","Oral","For Suspension","050710","10/30/2024","PSG_050710.pdf"
"Azithromycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Azithromycin_ERsusp_50797_RC7-08 .pdf","Draft","Oral","Suspension, Extended Release","050797","07/01/2008","Azithromycin_ERsusp_50797_RC7-08 .pdf"
"Azithromycin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050711.pdf","Draft","Oral","Tablet","050711                                                       050730                                                       050784","10/30/2024","PSG_050711.pdf"
"Bacitracin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Bacitracin_ophthalmic ointment_RLD61212_RV09-16.pdf","Draft","Ophthalmic","Ointment","061212","10/04/2016","Bacitracin_ophthalmic ointment_RLD61212_RV09-16.pdf"
"Baclofen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021589.pdf","Draft","Oral","Tablet, Orally Disintegrating","021589","10/30/2024","PSG_021589.pdf"
"Baclofen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017851.pdf","Draft","Oral","Tablet","017851","10/30/2024","PSG_017851.pdf"
"Baclofen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215602.pdf","Draft","Oral","Suspension","215602","10/30/2024","PSG_215602.pdf"
"Baclofen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215422.pdf","Draft","Oral","Granules","215422","10/30/2024","PSG_215422.pdf"
"Baloxavir Marboxil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214410.pdf","Draft","Oral","For Suspension","214410","10/30/2024","PSG_214410.pdf"
"Baloxavir Marboxil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210854.pdf","Draft","Oral","Tablet","210854","10/30/2024","PSG_210854.pdf"
"Balsalazide Disodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Balsalazide_disodium_tab_022205_RC06-13.pdf","Draft","Oral","Tablet","022205","06/19/2013","Balsalazide_disodium_tab_022205_RC06-13.pdf"
"Balsalazide Disodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Balsalazide_cap_20610_RC1-08.pdf","Draft","Oral","Capsule","020610","01/01/2008","Balsalazide_cap_20610_RC1-08.pdf"
"Baricitinib","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_207924.pdf","Draft","Oral","Tablet","207924","10/30/2024","PSG_207924.pdf"
"Barium Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Barium sulfate_oral paste_NDA 208844_RC08-17.pdf","Draft","Oral","Paste","208844","10/19/2017","Barium sulfate_oral paste_NDA 208844_RC08-17.pdf"
"Barium Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Barium sulfate_oral supension_NDA 208036_RC11-17.pdf","Draft","Oral","Suspension","208036","02/08/2018","Barium sulfate_oral supension_NDA 208036_RC11-17.pdf"
"Barium Sulfate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Barium sulfate_oral supension_NDA 208143_RC11-17.pdf","Draft","Oral","Suspension","208143","02/08/2018","Barium sulfate_oral supension_NDA 208143_RC11-17.pdf"
"Beclomethasone Dipropionate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020911.pdf","Draft","Inhalation","Aerosol, Metered","020911","08/21/2023","PSG_020911.pdf"
"Beclomethasone Dipropionate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Beclomethasone dipropionate_draft_Nasal aerosol metered_RLD 202813_RC07-18.pdf","Draft","Nasal","Aerosol, Metered","202813","07/20/2018","Beclomethasone dipropionate_draft_Nasal aerosol metered_RLD 202813_RC07-18.pdf"
"Beclomethasone Dipropionate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_207921.pdf","Draft","Inhalation","Aerosol, Metered","207921","08/21/2023","PSG_207921.pdf"
"Beclomethasone Dipropionate Monohydrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019389.pdf","Draft","Nasal","Spray, Metered","019389","08/21/2023","PSG_019389.pdf"
"Bedaquiline Fumarate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_204384.pdf","Draft","Oral","Tablet","204384","10/30/2024","PSG_204384.pdf"
"Belumosudil Mesylate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_214783.pdf","Draft","Oral","Tablet","214783","10/30/2024","PSG_214783.pdf"
"Belzutifan","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_215383.pdf","Draft","Oral","Tablet","215383","05/18/2023","PSG_215383.pdf"
"Bempedoic Acid","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211616.pdf","Draft","Oral","Tablet","211616","10/30/2024","PSG_211616.pdf"
"Bempedoic Acid; Ezetimibe","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211617.pdf","Draft","Oral","Tablet","211617","10/30/2024","PSG_211617.pdf"
"Benazepril Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019851.pdf","Draft","Oral","Tablet","019851","10/30/2024","PSG_019851.pdf"
"Benazepril Hydrochloride; Hydrochlorothiazide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020033.pdf","Draft","Oral","Tablet","020033","10/30/2024","PSG_020033.pdf"
"Benoxinate hydrochloride; Fluorescein sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Benoxinate hydrochloride; Fluorescein sodium Ophthalmic solution drops 0.25-0.45 NDA 208582 PSG Page RC May 2019.pdf","Draft","Topical","Solution/Drops","208582","05/15/2019","Benoxinate hydrochloride; Fluorescein sodium Ophthalmic solution drops 0.25-0.45 NDA 208582 PSG Page RC May 2019.pdf"
